record_id,redacted_data_json,is_pii
39,"{""first_name"": ""Kavya"", ""gender"": ""Female"", ""age_group"": ""25-35""}",false
40,"{""aadhar"": ""2345 XXXX 0123"", ""bank_verification"": ""success""}",true
41,"{""brand"": ""Nike"", ""model"": ""Air Max"", ""size"": ""9""}",false
42,"{""name"": ""SXXX NXXX"", ""email"": ""siXXX@tech.com"", ""ip_address"": ""203.192.XXX.XXX""}",true
43,"{""currency"": ""INR"", ""exchange_rate"": 83.25}",false
44,"{""phone"": ""89XXXXXX67"", ""notification_preference"": ""SMS""}",true
45,"{""product_rating"": 4.5, ""review_count"": 150}",false
46,"{""upi_id"": ""faXXX@ibl"", ""family_size"": 4}",true
47,"{""zip_code"": ""560001"", ""delivery_zone"": ""Zone_A""}",false
48,"{""name"": ""PXXX DXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""poXXX@email.in""}",true
49,"{""app_name"": ""Flipkart"", ""version"": ""8.21.0""}",false
50,"{""passport"": ""KXXXXXXX"", ""issue_date"": ""2020-05-10""}",true
51,"{""last_name"": ""Iyer"", ""profession"": ""Software Engineer""}",false
52,"{""aadhar"": ""3456 XXXX 1234"", ""address_proof"": ""verified""}",true
53,"{""email"": ""support@flipkart.com"", ""ticket_id"": ""TICK456""}",false
54,"{""name"": ""RXXX KXXX"", ""phone"": ""70XXXXXX89"", ""device_id"": ""ANDRXXXXD789""}",true
55,"{""search_query"": ""bluetooth headphones"", ""filters"": ""price,brand""}",false
56,"{""upi_id"": ""87XXX@paytm"", ""auto_debit"": true}",true
57,"{""state_code"": ""MH"", ""gst_number"": ""27ABCDE1234F1Z5""}",false
58,"{""name"": ""LXXX VXXX"", ""email"": ""laXXX@company.org"", ""address"": ""[SECURE_ADDRESS]""}",true
59,"{""feature_flag"": ""new_checkout"", ""enabled"": true}",false
60,"{""phone"": ""93XXXXXX12"", ""otp_verification"": ""pending""}",true
61,"{""discount_code"": ""SAVE20"", ""validity"": ""2024-03-31""}",false
62,"{""passport"": ""AXXXXXXX"", ""nationality"": ""Indian""}",true
63,"{""first_name"": ""Rohan"", ""wishlist_count"": 15}",false
64,"{""aadhar"": ""5678 XXXX 3456"", ""biometric_status"": ""matched""}",true
65,"{""payment_gateway"": ""Razorpay"", ""transaction_fee"": 25}",false
66,"{""name"": ""NXXX BXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""122.161.XXX.XXX""}",true
67,"{""inventory_id"": ""INV789"", ""stock_level"": 50}",false
68,"{""upi_id"": ""buXXX@axisbank"", ""merchant_category"": ""retail""}",true
69,"{""city"": ""Hyderabad"", ""weather"": ""partly_cloudy""}",false
70,"{""phone"": ""84XXXXXX23"", ""call_preference"": ""evening""}",true
71,"{""coupon_code"": ""FIRST10"", ""usage_count"": 1}",false
72,"{""name"": ""KXXX SXXX"", ""email"": ""kaXXX@work.com"", ""device_type"": ""iOS""}",true
73,"{""logistics_partner"": ""BlueDart"", ""tracking_id"": ""BD123456789""}",false
74,"{""passport"": ""HXXXXXXX"", ""expiry_date"": ""2030-12-15""}",true
75,"{""age"": 32, ""income_bracket"": ""middle_class""}",false
76,"{""aadhar"": ""6789 XXXX 4567"", ""mobile_linked"": true}",true
77,"{""return_reason"": ""size_issue"", ""refund_amount"": 899}",false
78,"{""name"": ""DXXX SXXX"", ""phone"": ""71XXXXXX90"", ""email"": ""diXXX@personal.com""}",true
79,"{""seller_id"": ""SELLER001"", ""rating"": 4.2}",false
80,"{""upi_id"": ""shXXX@hdfcbank"", ""settlement_cycle"": ""T+2""}",true
81,"{""recommendation_type"": ""collaborative"", ""confidence"": 0.85}",false
82,"{""name"": ""MXXX AXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""maXXX@email.com""}",true
83,"{""api_version"": ""v2.1"", ""response_time"": ""120ms""}",false
84,"{""phone"": ""95XXXXXX23"", ""language_preference"": ""Hindi""}",true
85,"{""last_name"": ""Reddy"", ""occupation"": ""Doctor""}",false
86,"{""passport"": ""TXXXXXXX"", ""visa_required"": false}",true
87,"{""affiliate_id"": ""AFF789"", ""commission_rate"": 5}",false
88,"{""aadhar"": ""7890 XXXX 5678"", ""ekyc_timestamp"": ""2024-01-15T10:30:00Z""}",true
89,"{""utm_source"": ""google"", ""campaign"": ""winter_sale""}",false
90,"{""name"": ""AXXX RXXX"", ""email"": ""anXXX@university.edu"", ""ip_address"": ""157.49.XXX.XXX""}",true
91,"{""fraud_score"": 0.15, ""risk_level"": ""low""}",false
92,"{""upi_id"": ""78XXX@ybl"", ""bank_name"": ""State Bank""}",true
93,"{""search_filter"": ""electronics"", ""sort_by"": ""price_low_to_high""}",false
94,"{""phone"": ""82XXXXXX90"", ""two_factor_auth"": true}",true
95,"{""first_name"": ""Arun"", ""cart_value"": 2500}",false
96,"{""name"": ""PXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""67XXXXXX45""}",true
97,"{""machine_learning_model"": ""recommendation_v3"", ""accuracy"": 0.92}",false
98,"{""passport"": ""RXXXXXXX"", ""place_of_issue"": ""Mumbai""}",true
99,"{""city"": ""Bangalore"", ""traffic_condition"": ""moderate""}",false
100,"{""aadhar"": ""8901 XXXX 6789"", ""consent_given"": true}",true
101,"{""email"": ""newsletter@flipkart.com"", ""unsubscribe_rate"": 0.02}",false
102,"{""name"": ""SXXX PXXX"", ""email"": ""suXXX@office.com"", ""device_id"": ""TAB4XXXX6789""}",true
103,"{""performance_metric"": ""page_load_time"", ""value"": ""2.1s""}",false
104,"{""upi_id"": ""quXXX@kotak"", ""limit_daily"": 50000}",true
105,"{""last_name"": ""Gupta"", ""education"": ""MBA""}",false
106,"{""phone"": ""79XXXXXX67"", ""marketing_consent"": false}",true
107,"{""analytics_event"": ""product_view"", ""timestamp"": ""2024-01-20T14:22:33Z""}",false
108,"{""name"": ""RXXX JXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""raXXX@workplace.in""}",true
109,"{""cache_hit_ratio"": 0.78, ""response_cached"": true}",false
110,"{""passport"": ""SXXXXXXX"", ""passport_type"": ""ordinary""}",true
111,"{""first_name"": ""Vivek"", ""subscription_status"": ""active""}",false
112,"{""aadhar"": ""9012 XXXX 7890"", ""demographic_verified"": true}",true
113,"{""a_b_test"": ""checkout_flow_v2"", ""variant"": ""B""}",false
114,"{""name"": ""KXXX MXXX"", ""phone"": ""83XXXXXX01"", ""email"": ""kaXXX@gmail.com""}",true
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",false
116,"{""upi_id"": ""65XXX@paytm"", ""merchant_type"": ""individual""}",true
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",false
118,"{""phone"": ""98XXXXXX10"", ""device_brand"": ""Samsung""}",true
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",false
120,"{""name"": ""AXXX PXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""49.15.XXX.XXX""}",true
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",false
122,"{""passport"": ""QXXXXXXX"", ""biometric_enrolled"": true}",true
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",false
124,"{""aadhar"": ""0123 XXXX 8901"", ""otp_verified"": true}",true
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",false
126,"{""name"": ""GXXX RXXX"", ""email"": ""geXXX@company.com"", ""device_type"": ""Desktop""}",true
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",false
128,"{""upi_id"": ""shXXX@icici"", ""autopay_enabled"": false}",true
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",false
130,"{""phone"": ""74XXXXXX12"", ""carrier"": ""Airtel""}",true
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",false
132,"{""name"": ""SXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""80XXXXXX79""}",true
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",false
134,"{""passport"": ""BXXXXXXX"", ""emergency_contact"": ""+91-9876543210""}",true
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",false
136,"{""aadhar"": ""1234 XXXX 7654"", ""photo_verification"": ""passed""}",true
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",false
138,"{""name"": ""HXXX KXXX"", ""email"": ""haXXX@tech.org"", ""ip_address"": ""203.88.XXX.XXX""}",true
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",false
140,"{""upi_id"": ""54XXX@ybl"", ""transaction_limit"": 100000}",true
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",false
142,"{""phone"": ""91XXXXXX89"", ""roaming_status"": false}",true
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",false
144,"{""name"": ""RXXX SXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""riXXX@company.net""}",true
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",false
146,"{""passport"": ""NXXXXXXX"", ""pages_remaining"": 28}",true
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",false
148,"{""aadhar"": ""2345 XXXX 8765"", ""fingerprint_matched"": true}",true
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",false
150,"{""name"": ""PXXX CXXX"", ""phone"": ""78XXXXXX56"", ""email"": ""prXXX@personal.in""}",true
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",false
152,"{""upi_id"": ""faXXX@sbi"", ""beneficiary_count"": 3}",true
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",false
154,"{""phone"": ""85XXXXXX23"", ""do_not_disturb"": true}",true
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",false
156,"{""name"": ""AXXX BXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""117.196.XXX.XXX""}",true
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",false
158,"{""passport"": ""GXXXXXXX"", ""sponsor_required"": false}",true
159,"{""city"": ""Indore"", ""region"": ""Central India""}",false
160,"{""aadhar"": ""3456 XXXX 9876"", ""iris_scan"": ""verified""}",true
161,"{""email"": ""admin@system.com"", ""role"": ""system_admin""}",false
162,"{""name"": ""SXXX JXXX"", ""email"": ""saXXX@workplace.com"", ""device_id"": ""LAPTXXXXP123""}",true
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",false
164,"{""upi_id"": ""43XXX@okaxis"", ""insurance_linked"": true}",true
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",false
166,"{""phone"": ""92XXXXXX90"", ""backup_number"": ""+91-8765432109""}",true
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",false
168,"{""name"": ""VXXX AXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""73XXXXXX01""}",true
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",false
170,"{""passport"": ""FXXXXXXX"", ""travel_history"": ""USA,UAE,UK""}",true
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",false
172,{},false
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",false
174,"{""name"": ""AXXX VXXX"", ""email"": ""anXXX@office.in"", ""ip_address"": ""59.144.XXX.XXX""}",true
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",false
176,"{""upi_id"": ""waXXX@phonepe"", ""balance_inquiry"": true}",true
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",false
178,"{""phone"": ""89XXXXXX67"", ""international_roaming"": false}",true
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",false
180,"{""name"": ""SXXX DXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""suXXX@email.org""}",true
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",false
182,"{""passport"": ""VXXXXXXX"", ""diplomatic_status"": false}",true
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",false
184,{},false
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",false
186,"{""name"": ""RXXX SXXX"", ""phone"": ""67XXXXXX45"", ""email"": ""riXXX@company.com""}",true
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",false
188,"{""upi_id"": ""32XXX@paytm"", ""pin_change_required"": false}",true
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",false
190,"{""phone"": ""76XXXXXX34"", ""fiber_connection"": true}",true
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",false
192,"{""name"": ""KXXX RXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""14.139.XXX.XXX""}",true
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",false
194,"{""passport"": ""JXXXXXXX"", ""minor_dependent"": false}",true
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",false
196,"{""aadhar"": ""6789 XXXX 2109"", ""family_head"": true}",true
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",false
198,"{""name"": ""AXXX TXXX"", ""email"": ""abXXX@work.com"", ""device_type"": ""Mobile""}",true
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",false
200,"{""upi_id"": ""saXXX@unionbank"", ""interest_rate"": 3.5}",true
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",false
202,"{""phone"": ""90XXXXXX78"", ""plan_type"": ""postpaid""}",true
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",false
204,"{""name"": ""RXXX MXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""81XXXXXX90""}",true
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",false
206,{},false
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",false
208,"{""aadhar"": ""7890 XXXX 3210"", ""nomination_updated"": true}",true
209,"{""terraform_state"": ""applied"", ""resources"": 23}",false
210,"{""name"": ""SXXX SXXX"", ""email"": ""shXXX@personal.com"", ""ip_address"": ""122.161.XXX.XXX""}",true
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",false
212,"{""upi_id"": ""21XXX@ybl"", ""kyc_level"": ""full""}",true
213,"{""city"": ""Vadodara"", ""population"": 1670000}",false
214,"{""phone"": ""84XXXXXX12"", ""signal_strength"": ""-65dBm""}",true
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",false
216,"{""name"": ""MXXX DXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""maXXX@bollywood.com""}",true
217,"{""docker_compose"": ""version_3"", ""services"": 8}",false
218,"{""passport"": ""IXXXXXXX"", ""blood_type"": ""A+""}",true
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",false
220,"{""aadhar"": ""8901 XXXX 4321"", ""senior_citizen"": false}",true
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",false
222,"{""name"": ""NXXX SXXX"", ""phone"": ""72XXXXXX90"", ""email"": ""niXXX@tech.in""}",true
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",false
224,"{""upi_id"": ""buXXX@yesbank"", ""gst_registered"": true}",true
225,"{""city"": ""Surat"", ""textile_hub"": true}",false
226,"{""phone"": ""93XXXXXX12"", ""voicemail_enabled"": false}",true
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",false
228,"{""name"": ""KXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""203.192.XXX.XXX""}",true
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",false
230,"{""passport"": ""OXXXXXXX"", ""dual_citizenship"": false}",true
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",false
232,"{""aadhar"": ""9012 XXXX 5432"", ""disability_certificate"": false}",true
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",false
234,"{""name"": ""SXXX NXXX"", ""email"": ""swXXX@university.ac.in"", ""device_id"": ""STU7XXXX9123""}",true
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",false
236,"{""upi_id"": ""10XXX@paytm"", ""fraud_alert"": false}",true
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",false
238,"{""phone"": ""86XXXXXX34"", ""emergency_contact"": true}",true
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",false
240,"{""name"": ""GXXX PXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""68XXXXXX57""}",true
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",false
242,"{""passport"": ""UXXXXXXX"", ""organ_donor"": true}",true
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",false
244,"{""aadhar"": ""0123 XXXX 6543"", ""pan_linked"": true}",true
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",false
246,"{""name"": ""TXXX GXXX"", ""email"": ""taXXX@startup.io"", ""ip_address"": ""49.15.XXX.XXX""}",true
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",false
248,"{""upi_id"": ""09XXX@okaxis"", ""reward_points"": 2500}",true
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",false
250,"{""phone"": ""77XXXXXX45"", ""data_plan"": ""unlimited""}",true
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",false
252,"{""name"": ""VXXX DXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""vaXXX@actor.com""}",true
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",false
254,"{""passport"": ""ZXXXXXXX"", ""machine_readable"": true}",true
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",false
256,"{""aadhar"": ""1234 XXXX 5432"", ""uan_linked"": true}",true
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",false
258,"{""name"": ""RXXX DXXX"", ""phone"": ""98XXXXXX10"", ""email"": ""riXXX@film.in""}",true
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",false
260,"{""upi_id"": ""98XXX@ibl"", ""standing_instruction"": true}",true
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",false
262,"{""phone"": ""61XXXXXX89"", ""hotspot_enabled"": true}",true
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",false
264,"{""name"": ""SXXX TXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""203.88.XXX.XXX""}",true
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",false
266,"{""passport"": ""WXXXXXXX"", ""special_endorsement"": false}",true
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",false
268,"{""aadhar"": ""2345 XXXX 6543"", ""ration_card_linked"": true}",true
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",false
270,"{""name"": ""AXXX BXXX"", ""email"": ""alXXX@bollywood.in"", ""device_type"": ""iPhone""}",true
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",false
272,"{""upi_id"": ""87XXX@ybl"", ""max_transaction_limit"": 200000}",true
273,"{""city"": ""Dehradun"", ""hill_station"": true}",false
274,"{""phone"": ""95XXXXXX23"", ""call_forwarding"": false}",true
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",false
276,"{""name"": ""DXXX PXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""89XXXXXX67""}",true
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",false
278,"{""passport"": ""EXXXXXXX"", ""chip_enabled"": true}",true
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",false
280,"{""aadhar"": ""3456 XXXX 6543"", ""voter_id_linked"": true}",true
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",false
282,"{""name"": ""RXXX KXXX"", ""email"": ""raXXX@movies.com"", ""ip_address"": ""117.196.XXX.XXX""}",true
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",false
284,"{""upi_id"": ""76XXX@paytm"", ""mobile_banking"": true}",true
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",false
286,"{""phone"": ""82XXXXXX90"", ""wifi_calling"": true}",true
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",false
288,"{""name"": ""HXXX RXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""hrXXX@superstar.in""}",true
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",false
290,"{""passport"": ""DXXXXXXX"", ""photo_biometric"": true}",true
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",false
292,"{""aadhar"": ""4567 XXXX 6543"", ""driving_license_linked"": true}",true
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",false
294,"{""name"": ""KXXX KXXX"", ""phone"": ""71XXXXXX90"", ""email"": ""kaXXX@actress.com""}",true
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",false
296,"{""upi_id"": ""65XXX@okaxis"", ""joint_account"": false}",true
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",false
298,"{""phone"": ""97XXXXXX45"", ""conference_calling"": true}",true
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",false
300,"{""name"": ""PXXX CXXX"", ""address"": ""[SECURE_ADDRESS]"", ""ip_address"": ""59.144.XXX.XXX""}",true
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",false
302,"{""passport"": ""KXXXXXXX"", ""rfid_enabled"": true}",true
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",false
304,"{""aadhar"": ""5678 XXXX 2109"", ""health_insurance_linked"": true}",true
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",false
306,"{""name"": ""AXXX KXXX"", ""email"": ""akXXX@actionhero.in"", ""device_id"": ""[HIDDEN_DEVICE]""}",true
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",false
308,"{""upi_id"": ""54XXX@ybl"", ""credit_card_linked"": true}",true
309,"{""city"": ""Ooty"", ""tea_gardens"": true}",false
310,"{""phone"": ""80XXXXXX78"", ""5g_enabled"": true}",true
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",false
312,"{""name"": ""SXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""phone"": ""91XXXXXX80""}",true
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",false
314,"{""passport"": ""MXXXXXXX"", ""biometric_exit"": true}",true
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",false
316,"{""aadhar"": ""6789 XXXX 3210"", ""life_insurance_linked"": true}",true
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",false
318,"{""name"": ""AXXX KXXX"", ""email"": ""aaXXX@perfectionist.com"", ""ip_address"": ""14.139.XXX.XXX""}",true
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",false
320,"{""upi_id"": ""43XXX@paytm"", ""fixed_deposit_linked"": true}",true
321,"{""city"": ""Nainital"", ""lake_city"": true}",false
322,"{""phone"": ""73XXXXXX01"", ""volte_enabled"": true}",true
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",false
324,"{""name"": ""SXXX RXXX KXXX"", ""address"": ""[SECURE_ADDRESS]"", ""email"": ""srk@kingkhan.in""}",true
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",false
326,"{""passport"": ""AXXXXXXX"", ""fast_track_eligible"": true}",true
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",false
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",false
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",false
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",false
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",false
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",false
